PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
"37 PALLETS(S) WITH URUGUAYAN PINE K D BLANKS S2S PCS 10885 MBF 43.139 CBM 101.790 ORDER NR: 706877 706055 'WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST' 'SHIPPERS LOAD, STOW AND COUNT' URUGUAYAN PINE",BRIDGEWELL RESOURCES, ,DANK S.A.,03/17/2014,107580,48900,Montevideo,"Houston, Texas",CHACABUCO,Uruguay,N M N/M N/M N/M N/M N/M N/M N/M N/M N/M N/M N/M N/M N M,10200 SW GREENBURG RD STE.500 TIGARD OREGON 97223,JUAN PAULLIER 1671 MONTEVIDEO MONTEVIDEO 11200,97223,2,TCLU5069100 NYKU4424599,45G1 45G1,37,PLT,1,CM,NYKS7370162280, , ,411S,ECSA148803 ECSA148881,LIBERIA, ,NYKS,NYK LINE (NIPPON YUSEN KAISHA),TOKYO, , , ,BRIDGEWELL RESOURCES,10200 SW GREENBURG RD STE.500 TIGARD OREGON 97223,MONTEVIDEO
URUGUAYAN PINE KD BLANKS S2S URUGUAYAN PINE KD BLANKS S2S,BRIDGEWELL RESOURCES, ,DANK S.A.,03/16/2014,104170,47350,Cartagena,"Oakland, California",SEASPAN NINGBO,Colombia,NM NM,"10200 SW GREENBURG RD STE 500 TIGARD, OR 97223 US","JUAN PAULILIER 1671 MONTEVIDEO, UY", ,2,TRLU7240377 HLXU6488297,4510 4510,43,PKG,0,CM,SHKK858000109540,H,HLCUMVD140101743,03W06,HLD0026598 HLD0026725,HONG KONG, ,SHKK,SCHENKEROCEAN LIMITED,WANCHAI, , ,38 FL CHINA RESOURCES BLDG 26 HARBOUR RD, , ,MONTEVIDEO
LUMBER,"BRIDGEWELL RESOURCES, LLC", ,MADEIREIRA BEIRA RIO LTDA,03/16/2014,45553200,20706000, ,"Baltimore, Maryland",MSC VANESSA, ,MADE IN BRAZIL,"10200 SW GREENBURG ROAD - SUITE 500 TIGARD, OR 97223 Tax ID 27-1753515","BAIRRO INDUSTRIAL, S/N PAPANDUVA - SC BRASIL CEP: 89.370-000 CNPJ:82.749.094/0001-60",97223,1,TGHU9011235,4EG0,27,PKG,58112,CM,AERREMSMX00512,H,MSCUJ3529979,406R,MSC1705230,PANAMA, ,AERR,ACME FREIGHT SERVICES CORP,CARSON,CA,90746,550 E CARSON PLAZA DR STE 201,SCM SOLUTIONS CORP,"32938 TAMINA ROAD SUITE 100 MAGNOLIA, TX 77354","NAVEGANTES,BRAZIL"
WOODEN FURNITURE PARTS WOODEN FURNITURE PARTS FREIGHT COLLECT THE SAME,BRIDGEWELL RESOURCES LLC.,BRIDGEWELL RESOURCES LLC,OOO 'TRANSLESSERVICE',03/16/2014,41580,18900,Rotterdam,"Norfolk, Virginia",SANTA PAOLA,Netherlands,SERVICE CONTRACT NUMBER SERVICE CONTRACT NUMBER SC45814 HS CODE 9403.90.7000,"USA, TIGARD, OR 10200 SW GREENBURG RD, SUITE 500 ZIP CODE: 97223 TEL: 1-503-872-3535",RUSSIA KOLPINO 42 PAVLOVSKAYA STR. ZIP CODE: 196653,97223,1,EMCU9814324,45G1,25,PKG,65,X,EGLV507400005611, , ,0232W,2051226,LIBERIA,61 - Immediate Transportation,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES LLC.,"USA, TIGARD, OR 10200 SW GREENBURG RD, SUITE 500 ZIP CODE: 97223 TEL: 1-503-872-3535","ST. PETERSBURG, P"
RAW FLAT JAMBS,BRIDGEWELL RESOURCES, ,MADEIREIRA SELEME LTDA,03/13/2014,40062,18210,Caucedo,"Norfolk, Virginia",HELVETIA,Dominican Republic,SELEME / 22,10200 SW GREENBURG RD STE 500 PORTLAND OR 97223 US,AV ENG LOURENCO FAORO 1221 SAO CRISTIVAO CACADOR SC 89500000 BR,97223,1,CAXU8203796,45G0,22,CRT,44,X,FTNVIJS000003320,H,YMLUB951022142,901N,9843,LIBERIA, ,FTNV,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,BUFFALO,NY,14207,128 DEARBORN STREET, , ,BR
TAEDA PINE VENNER DOOR JAMBS,BRIDGEWELL RESOURCES, ,ROSINA PORTAS LTDA,03/13/2014,43560,19800,Itajay,"Houston, Texas",NAVEGANTES EXPRESS,Brazil,ROSINA PO 00705649HOUSTON,10200 SW GREENBURG RD STE 500 PORTLAND OR 97223 US,RODOVIA MUNICIPAL RCD 418 400 RIO DOS CEDROS SC 89121000 BR,97223,1,TCNU9087162,45G0,5040,PKG,43,X,FTNVIJS000003227,H,NYKS7101378220,1402N,ECSA131782,LIBERIA, ,FTNV,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,BUFFALO,NY,14207,128 DEARBORN STREET, , ,BR
ELLIOTTIS PINE,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,SOUTH SERVICE S.A.,03/13/2014,48616,22098,Itajay,"Houston, Texas",NAVEGANTES EXPRESS,Brazil,MADE IN BRAZIL,10200 SW GREENBURG RD. - SUITE 500 TIGARD OR 97223,"AV. CRISTOVAO COLOMBO, 1700 PORTO ALEGRE RS BR",97223,1,TCLU5990809, ,22,PKG,0, ,PYRDITJ7004111,H,CPLBKHRA35W00,1402,878513,LIBERIA, ,PYRD,PYRAMID CONTAINER LINE, , , , , , ,ITAJAI
LUMBER PRODUCTS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,DAUNE IMPORTACAO E EXPORTACAO LTDA,03/13/2014,43534,19788,Itajay,"Houston, Texas",NAVEGANTES EXPRESS,Brazil,MADE IN BRAZIL,10200 SW GREENBURG RD. - SUITE 500 TIGARD OR 97223,"R. GIL STEIN FERREIRA, 357 ITAJAI SC BR",97223,1,INKU6252969, ,22,PKG,0, ,PYRDITJ7003937,H,CPLBKHRA31N00,1402,LT0878502,LIBERIA, ,PYRD,PYRAMID CONTAINER LINE, , , , , , ,ITAJAI
"01X40HC WITH 22 BUNDLES JAMBS T/E CLEAR FJ FLAT AND MOULDINGS WM 356, AS PER, PO - 706492. 11/16 X 4-5/8 X 81-11/16 11/16 X 2-1/4 X 7 NCM: 44182000-44091000 FREIGHT COLLECT (AS PER AGREEMENT) RE: 14/0092346-002 SD: 2140071060/0 NET WEIGHT: 24.860,000 PO IS SHOWN AT SHIPPERS REQUEST FOR THEIR FINANCIAL REQUIRE MENTS. THE CARRIER IS NOT AWARE OF ITS CONTENTS AND HAS NO LIABILITY IN THIS RESPECT",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,INDUSFLORA PRODUTOS FLORESTAIS LTDA,03/13/2014,54692,24860,South Riding Point,"Charleston, South Carolina",MSC RONIT,Bahamas,PO-706492 SAME SAME SAME SAME SAME SAME SAME SAME,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 UNITED STATES,"ROD. BR 282, KM 5 - FAZENDA CHAPADA LAGES SC 88506-600 BRAZIL",97223,1,MSCU9450582,4510,22,PKG,54,X,MSCUJ3520606, , ,409A,MSC1688566,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES LLC,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 UNITED STATES,NAVEGANTES
URUGUAYAN PINE K/D BLANKS S2S,BRIDGEWELL RESOURCES, ,DANK S.A.,03/09/2014,53372,24260,Cartagena,"Oakland, California",SEASPAN FELIXSTOWE,Colombia,NM,"10200 SW GREENBURG RD STE 500 TIGARD, OR 97223 US","JUAN PAULILIER 1671 MONTEVIDEO, UY", ,1,FSCU6971091,4510,21,PKG,0,CM,SHKK858000109182,H,HLCUMVD140101659,04W05,HLD002577 HLD0026577,HONG KONG, ,SHKK,SCHENKEROCEAN LIMITED,WANCHAI, , ,38 FL CHINA RESOURCES BLDG 26 HARBOUR RD, , ,MONTEVIDEO
FJ PRIMED DOOR JAMBS,BRIDGEWELL RESOURCES, ,ROSINA PORTAS LTDA,03/08/2014,46420,21100,Itajay,"New Orleans, Louisiana",BUENOS AIRES EXPRESS,Brazil,ROSINA PO 00704308NEW ORLEANS,10200 S.W. GREENBURG RD PORTLAND OR 97223 US,RODOVIA MUNICIPAL RCD 418 400 RIO DOS CEDROS SC 89121000 BR,97223,1,HLXU6142961,45G0,5175,PKG,46,X,FTNVIJS000003163,H,HLCUSS2140120715,1401N,461780,LIBERIA, ,FTNV,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,BUFFALO,NY,14207,128 DEARBORN STREET, , ,BR
"'SHIPPER-S LOAD,COUNT & WEIGHT:' 01 CONTAINER 40-HC CONTAINING 27 PACKAGES WITH 6.414 PIECES OF CLEAR KD TAEDA PINE FJ FLAT JAMBS AND PRIMED FLAT JAMBS RECEIVED ON BOARD CONTRACT NR: PO-00706862 FREIGHT PREPAID (AS PER AGREEMENT) HTS # 4409.10.40.10 HS CODE: 440910 INCOTERM: CFR NCM: 4418200099 HS CODE: 441820 'THE SOLID WOOD PACKAGING MATERIALS IN THIS SHIPMENT ARE TOTALLY FREE FROM BARK AND APPARENTLY FREE FROM LIVE PLANT PEST''THE REGULATED WOOD PACKING MATERIAL HAS BEEN TREATED IN ACCORDANCE WITH THE USDA REQUIREMENTS' ITEMS INDICATED AS FSC MIX ARE IN ACCORDANCE WITH THE FOLLOWING SPECIFICATIONS: PRODUCTS 'FSC - 2' ARE FROM WELL MANAGED FORESTS AND OTHER CONTROLLED SOURCESFSC MIX CREDIT RA-COC-001878 R. E. NO.: 14/0165135-001 SD: 2140126720/3 INVOICE: 001/14 NET WEIGHT: 21.680,000 ALSO NOTIFY: BRIDGEWELL RESOURCES LLC 10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A.ATTN: TIA SANDBERG PHONE: (800) 784-3545 FAX: (503) 238-2664 E-MAIL: TSANDBERG@BRIDGEWELLRES.COM BL EXPRESS RELEASE +++ CNPJ: 87102810001028 ++++ PHONE: (800) 784-3545 FAX: (503) 238-2664E-MAIL: TSANDBERG@BRIDGEWELLRES.COM +++++ PHONE: (251) 415-7042 FAX: (251) 432-2810 E-MAIL: JAN@RICHARD-MURRAY.COM",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S.A.,03/08/2014,47696,21680, ,"New York, New York",FRISIA ROTTERDAM, ,ARAUPEL PO-00706862 NEW YORK LJAET114341000D JAMB T/E FJ PRIMED FSC - 2 PACKAGES NBS 60 TO 65 LJAET11469RRRL1 JAMBS T/E FJ FLAT PRIMED FSC PACKAGES NBS 66 TO 72 LJAET1445810007 JAMBS T/E FJ EX FRAME FSC - 2 PACKAGES NBS 54 TO 59 LJAET1465810007 JAMBS T/E FJ EX FRAMES FSC - 2 PACKAGES NBS 46 TO 53,"10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. ATTN: TIA SANDBERG ++++","RUA GEN. CAMARA, 243 - 6O ANDAR - 90010-230 - PORTO ALEGRE - RS - BRAZIL PHONE: 55 51 3221-7344 -",97223,1,GESU4383140,45G0,27,PKG,0, ,HDMUBRNW1405010, , ,0008N,HMM061876,GIBRALTAR, ,HDMU,HYUNDAI MERCHANT MARINE,SEOUL, , ,879 W 190TH ST 7TH FL,RICHARD MURRAY & SONS,"109 NORTH CONCEPTION ST. P.O. BOX 30 MOBILE, AL, 36601, U.S.A.","NAVEGANTES, BRAZI"
UREA N46 PERCENT PRILLED UREA N46 PERCENT PRILLED UREA N46 PERCENT PRILLED UREA N46 PERCENT PRILLED UREA N46% PRILLED,BRIDGEWELL RESOURCES LLC.,BRIDGEWELL RESOURCES LLC,QINGDAO STARCO CHEMICAL,03/08/2014,229944,104520,Ningpo,"Tacoma, Washington",EVER ENVOY,China,N/M N/M N/M N/M N/M,"12420 SE CARPENTER DRIVE CLACKAMAS,OR 97015 USA FAX #503-742-1198","CO.,LIMITED. 2 MINJIANG ROAD B-2403, QINGDAO 266071,P.R.CHINA",97015,4,IMTU1028462 EMCU1292049 EMCU1184152 IMTU1043852,42G1 42G1 42G1 42G1,104,PKG,104,X,EGLV140400131761, , ,0332E,EMCFMK3072 EMCFMK3092 EMCFMK3082 EMCFMK4922,UNITED KINGDOM, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,"TLR,MARGARET MOWERY","11855 N.E.GLENN WIDING DRIVE, PORTLAND OR 97220 P#503-257-6090 X343","QINGDAO, CHINA"
"01 x 40 CONTAINING 21 PCKGS WITH TAEDA PINE, S4S, KILN DRIED 10-12% MC OR LESS","BRIDGEWELL RESOURCES, LLC", ,MADEIREIRA BEIRA RIO LTDA,03/05/2014,37748,17158,Itajay,"Houston, Texas",BUENOS AIRES EXPRESS,Brazil,NO MARKS,"10200 S W GREENBURG ROAD SUITE 500 TIGARD,OR 97223","BAIRRO INDUSTRIAL, S/NR. CEP-89370-000 PAPANDUVA SC-BRASIL",97223,1,TRLU7526165,4CG0,21,PKG,53,CM,UCMIAMSC05208166,H,NYKS7101485579,1401N,BR291197,LIBERIA, ,UCMI,UNITED CARGO MANAGEMENT INC,GARDENA,CA,90248,19401 SO MAIN ST - #202,SCM SOLUTIONS CORP 32938 TAMINA,"ROAD SUITE 100 MAGNOLIA, TX 77354",ITAJAI
"01 x 40 CONTAINING 24 PCKGS WITH TAEDA PINE, S4S, KILN DRIED 10- 12% MC OR LESS","BRIDGEWELL RESOURCES, LLC", ,MADEIREIRA BEIRA RIO LTDA,03/05/2014,48149,21886,Itajay,"Houston, Texas",BUENOS AIRES EXPRESS,Brazil,NO MARKS,"10200 S W GREENBURG ROAD SUITE 500 TIGARD,OR 97223","BAIRRO INDUSTRIAL, S/NR. CEP-89370-000 PAPANDUVA SC-BRASIL",97223,1,TRLU7459236,4CG0,24,PKG,64,CM,UCMIAMSC05208158,H,NYKS7101485570,1401N,ECSA131898,LIBERIA, ,UCMI,UNITED CARGO MANAGEMENT INC,GARDENA,CA,90248,19401 SO MAIN ST - #202,SCM SOLUTIONS CORP 32938 TAMINA,"ROAD SUITE 100 MAGNOLIA, TX 77354",ITAJAI
01 X 40- HC CONTAINING 18 BUNDLES WITH: MOLDED PINE WOOD FORMOULDINGS WM366 CASING RAW CLEAN ON BOARD SHIPPED ON BOARD FREIGHT COLLECT FREIGHT AS PER AGREEMENT EXPRESS RELEASE RE: 14/0122232-001 SD: 2140096533/0 NCM: 44189000 NCM CODE: 44189000,BRIDGEWELL RESOURCES, ,AERO COMERCIO DE PORTAS E BATENTES,03/04/2014,43780,19900, ,"Jacksonville, Florida",CAP IRENE, ,NO MARKS CES JACKSONVILLE P.O-S.: 143406 70 6117,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PORTLAND, OR 97223 OR 97223 US",LTDA 1 ANDAR - FONE: (43) 3567-832 84220-000 CNPJ: 11. PR 84220-000 BR,97223,1,SUDU5622644,4510,18,PKG,0,CM,SUDU649107477031, , ,023N,BOLT4366380,LIBERIA, ,SUDU,HAMBURG SUED,HAMBURG, ,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD. PH: 503 872-3535 PORTLAND, OR 97223 OR 97223 US",ITAPOA SC BR
01 X 40- HC CONTAINING 20 BUNDLES WITH: MOLDED PINE WOOD FORMOULDINGS SPLIT JAMBS RAW CLEAN ON BOARD SHIPPED ON BOARD FREIGHT COLLECT FREIGHT AS PER AGREEMENT EXPRESS RELEASE RE: 14/0122250-001 SD: 2140100009/6 NCM: 44189000 NCM CODE: 44189000,BRIDGEWELL RESOURCES, ,AERO COMERCIO DE PORTAS E BATENTES,03/03/2014,43780,19900, ,"Charleston, South Carolina",CAP IRENE, ,NO MARKS CES CHARLESTON P.O-S.: 143403 70 6008,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PORTLAND, OR 97223 OR 97223 US",LTDA 1 ANDAR - FONE: (43) 3567-832 84220-000 CNPJ: 11. PR 84220-000 BR,97223,1,HASU4022133,4510,20,PKG,0,CM,SUDU649107477036, , ,023N,BOLT4265788,LIBERIA, ,SUDU,HAMBURG SUED,HAMBURG, ,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD. PH: 503 872-3535 PORTLAND, OR 97223 OR 97223 US",ITAPOA SC BR
URUGUAYAN PINE K D BLANKS S2S,BRIDGEWELL RESOURCES, ,DANK S.A.,03/02/2014,55022,25010,Cartagena,"Oakland, California",SANTA RICARDA,Colombia,3948 PCS,"10200 SW GREENBURG RD STE 500 TIGARD, OR 97223 US","JUAN PAULILIER 1671 MONTEVIDEO, UY", ,1,FSCU6638331,4510,20,PKG,0,CM,SHKK858000108505,H,HLCUMVD140100210,03W04,HLD0026737,GERMANY, ,SHKK,SCHENKEROCEAN LIMITED,WANCHAI, , ,38 FL CHINA RESOURCES BLDG 26 HARBOUR RD, , ,MONTEVIDEO
FLAT JAMBS,BRIDGEWELL RESOURCES, ,MADEIRAS SALAMONI LTDA,03/02/2014,47740,21700,Port Bustamante,"Charleston, South Carolina",HYUNDAI DYNASTY,Jamaica,SALAMONI,10200 SW GREENBURG RD STE 500 PORTLAND OR 97223 US,ROD HONORINO MORO 5520 CACADOR SC 8950000 BR,97223,1,TCNU5364525,45G0,20,PKG,47,X,FTNVIJS000003063,H,ZIMUNVT1004462,34,ZZZS716753,PANAMA, ,FTNV,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,BUFFALO,NY,14207,128 DEARBORN STREET, , ,BR
ORGANIC RBD COCONUT OIL,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",03/02/2014,35904,16320,Pusan,"Portland, Oregon",HANJIN MILANO,South Korea,NO MARKS,". 10200 SW GREENBURG RD., STE 500 TIGARD, OR 97223 USA TEL 503-872-35",". NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE 6521 - PHILIPPIN",97223,1,SEGU1758123,2CG0,80,PKG,0, ,HJSCCEB400031100, , ,0036E,HC162329,MARSHALL ISLANDS, ,HJSC,HANJIN SHIPPING COMPANY LTD,PARAMUS,NJ,7652,80 EAST RT 4 SUITE 490,BRIDGEWELL RESOURCES,FOOD & AG PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS OR USA 97015,CEBU
TAEDA PINE FJ DOOR JAMBS,BRIDGEWELL RESOURCES, ,ROSINA PORTAS LTDA,02/28/2014,45320,20600,Itajay,"Houston, Texas",MONTEVIDEO EXPRESS,Brazil,ROSINA PO 00705262 HOUSTON,10200 S.W. GREENBURG RD. PORTLAND OR 97223 US,RODOVIA MUNICIPAL RCD 418 400 RIO DOS CEDROS SC 89121000 BR,97223,1,AMFU8797980,45G0,5220,PKG,44,X,FTNVIJS000003121,H,CPLBKHRA2Y800,1352N,LT0877087,LIBERIA, ,FTNV,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,BUFFALO,NY,14207,128 DEARBORN STREET, , ,BR
"01 X 40- HC CONTAINING 16 BUNDLES WITH: MOLDED PINE WOOD FORMOULDINGS WM620 BASE RAW, WM366 CASING RAW CLEAN ON BOARD SHIPPED ON BOARD FREIGHT COLLECT FREIGHT AS PER AGREEMENT EXPRESS RELEASE RE: 14/0091081-001 SD: 2140073199/2 NCM: 44189000 NCM CODE: 44189000",BRIDGEWELL RESOURCES, ,AERO COMERCIO DE PORTAS E BATENTES,02/27/2014,43780,19900, ,"Port Everglades, Florida",CAP HENRI, ,NO MARKS CES MIAMI P.O-S.: 143405 70 5843,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PORTLAND, OR 97223 OR 97223 US",LTDA 1 ANDAR - FONE: (43) 3567-832 84220-000 CNPJ: 11. PR 84220-000 BR,97223,1,SUDU6918219,4510,16,PKG,0,CM,SUDU649107364020, , ,035N,BOLT4368219,LIBERIA, ,SUDU,HAMBURG SUED,HAMBURG, ,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD. PH: 503 872-3535 PORTLAND, OR 97223 OR 97223 US",ITAPOA SC BR
"'SHIPPER-S LOAD, COUNT & SEAL' (18CRATE) CY / CY 'SHIPPER-S LOAD, COUNT & SEAL' CY / CY PLYWOOD FREIGHT COLLECT SO2135650 COPY NON-NEGOTIABLE WAYBILL RELEASE PROCEDURE",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"JIAXING GSUN IMP.&EXP.CO.,LTD.",02/25/2014,57200,26000,Pusan,"Los Angeles, California",APL SINGAPORE,South Korea,704186,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A.,ROOM 507 OFFICE BUILDING NO.534 HONGXING ROAD,97223,1,BMOU4706701,45G0,18,CRT,0, ,HDMUQIWB1423211, , ,0180E,HD3092193,UNITED STATES, ,HDMU,HYUNDAI MERCHANT MARINE,SEOUL, , ,879 W 190TH ST 7TH FL,BRIDGEWELL RESOURCES LLC,INTERNATIONAL WOOD PRODUCTS DIVISION 10200 SW GREENBURG RD,"QINGDAO, CHINA"
"'SHIPPER-S LOAD, COUNT & SEAL' (18CRATE) CY / CY 'SHIPPER-S LOAD, COUNT & SEAL' CY / CY PLYWOOD FREIGHT COLLECT SO2135642 COPY NON-NEGOTIABLE WAYBILL RELEASE PROCEDURE",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"JIAXING GSUN IMP.&EXP.CO.,LTD.",02/25/2014,57200,26000,Pusan,"Los Angeles, California",APL SINGAPORE,South Korea,704154,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A.,ROOM 507 OFFICE BUILDING NO.534 HONGXING ROAD JIAXING ZHEJIANG CHINA,97223,1,FCIU8930132,45G0,18,CRT,0, ,HDMUQIWB1423212, , ,0180E,HD3087011,UNITED STATES, ,HDMU,HYUNDAI MERCHANT MARINE,SEOUL, , ,879 W 190TH ST 7TH FL,BRIDGEWELL RESOURCES LLC,INTERNATIONAL WOOD PRODUCTS DIVISION 10200 SW GREENBURG RD,"QINGDAO, CHINA"
"'SHIPPER-S LOAD, COUNT & SEAL' (54CRATE) CY / CY 'SHIPPER-S LOAD, COUNT & SEAL' CY / CY PLYWOOD FREIGHT COLLECT SO2135644 / SO2135645 / SO2135646 COPY NON-NEGOTIABLE WAYBILL RELEASE PROCEDURE 'SHIPPER-S LOAD, COUNT & SEAL' (54CRATE) CY / CY 'SHIPPER-S LOAD, COUNT & SEAL' CY / CY PLYWOOD FREIGHT COLLECT SO2135644 / SO2135645 / SO2135646 COPY NON-NEGOTIABLE WAYBILL RELEASE PROCEDURE 'SHIPPER-S LOAD, COUNT & SEAL' (54CRATE) CY / CY 'SHIPPER-S LOAD, COUNT & SEAL' CY / CY PLYWOOD FREIGHT COLLECT SO2135644 / SO2135645 / SO2135646 COPY NON-NEGOTIABLE WAYBILL RELEASE PROCEDURE",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"JIAXING GSUN IMP.&EXP.CO.,LTD",02/25/2014,171600,78000,Pusan,"Los Angeles, California",APL SINGAPORE,South Korea,704182 704183 704184 704182 704183 704184 704182 704183 704184,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A.,ROOM 507 OFFICE BUILDING NO.534 HONGXING ROAD JIAXING ZHEJIANG CHINA,97223,3,TCNU9218160 HDMU6896811 DFSU6192434,45G0 45G0 45G0,54,CRT,0, ,HDMUQIWB1423213, , ,0180E,HD3087122 HD3086940 HD3087086,UNITED STATES, ,HDMU,HYUNDAI MERCHANT MARINE,SEOUL, , ,879 W 190TH ST 7TH FL,BRIDGEWELL RESOURCES LLC,INTERNATIONAL WOOD PRODUCTS DIVISION 10200 SW GREENBURG RD,"QINGDAO, CHINA"
"'SHIPPER-S LOAD, COUNT & SEAL' (18CRATE) CY / CY 'SHIPPER-S LOAD, COUNT & SEAL' CY / CY PLYWOOD FREIGHT COLLECT SO2131060/P2014-03 COPY NON-NEGOTIABLE WAYBILL RELEASE PROCEDURE",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"JIAXING GSUN IMP.&EXP.CO.,LTD.",02/25/2014,57200,26000,Pusan,"Los Angeles, California",APL SINGAPORE,South Korea,702053,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A.,ROOM 507 OFFICE BUILDING NO.534 HONGXING ROAD,97223,1,BMOU4122380,45G0,18,CRT,0, ,HDMUQIWB1423217, , ,0180E,HD3092044,UNITED STATES, ,HDMU,HYUNDAI MERCHANT MARINE,SEOUL, , ,879 W 190TH ST 7TH FL,BRIDGEWELL RESOURCES LLC,INTERNATIONAL WOOD PRODUCTS DIVISION 10200 SW GREENBURG RD,"QINGDAO, CHINA"
"'SHIPPER-S LOAD, COUNT & SEAL' (18CRATE) CY / CY 'SHIPPER-S LOAD, COUNT & SEAL' CY / CY PLYWOOD FREIGHT COLLECT SO2131057/P2014-02 COPY NON-NEGOTIABLE WAYBILL RELEASE PROCEDURE",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"JIAXING GSUN IMP.&EXP.CO.,LTD.",02/25/2014,57200,26000,Pusan,"Los Angeles, California",APL SINGAPORE,South Korea,702052,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A.,ROOM 507 OFFICE BUILDING NO.534 HONGXING ROAD JIAXING ZHEJIANG CHINA,97223,1,TCKU9030434,45G0,18,CRT,0, ,HDMUQIWB1423218, , ,0180E,HD3092183,UNITED STATES, ,HDMU,HYUNDAI MERCHANT MARINE,SEOUL, , ,879 W 190TH ST 7TH FL,BRIDGEWELL RESOURCES LLC,INTERNATIONAL WOOD PRODUCTS DIVISION 10200 SW GREENBURG RD SUITE 500,"QINGDAO, CHINA"
URUGUAYAN PINE URUGUAYAN PINE URUGUAYAN PINE,BRIDGEWELL RESOURCES, ,DANK S.A.,02/23/2014,159830,72650,Cartagena,"Oakland, California",SEASPAN HAMBURG,Colombia,440710 K/D BLANKS S2S 440710 K/D BLANKS S2S 440710 K/D BLANKS S2S,"10200 SW GREENBURG RD STE 500 TIGARD, OR 97223 US","JUAN PAULILIER 1671 MONTEVIDEO, UY", ,3,CPSU6416111 FSCU6179037 FCIU8163200,4510 4510 4510,64,PKG,1,CM,SHKK858000108352,H,HLCUMVD140100221,02W03,HLD0026703 HLD0026681 HLD0026533,HONG KONG, ,SHKK,SCHENKEROCEAN LIMITED,WANCHAI, , ,38 FL CHINA RESOURCES BLDG 26 HARBOUR RD, , ,MONTEVIDEO
