PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,YEAR,IMPORTER_CLEANED,IMPORTER_COUNTRY
ROUGH SAWN GREENHEART LUMBER,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,6615,3000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER # 7635 WGM/7635/P.O.G. WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,60,PCS,0, ,SOAIGEOGLO713005, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILES719 LINEAL FEETLENGHTS: 63- & 67-,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,35280,16000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER # 7641 WGM/7641/P.O.G.,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,11,PCS,0, ,SOAIGEOGLO713007, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILES254 LINEAL FEETLENGHTS: 30--32-ROUND GREENHEART PILES688 LINEAL FEETLENGHTS: 60--64-ROUND GREENHEART PILES496 LINEAL FEETLENGHTS: 40--42-,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,70560,32000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER #1165 WGM/1165/P.O.G. WGMI/1165/POG WGMI/1165/POG,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,31,PCS,0, ,SOAIGEOGLO713008, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUGH SAWN PURPLEHEART LUMBER800 LUMBER FEETROUGH SAWN GREENHEART LUMBER1600 BOARD FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,15435,7000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER #7628 WGM/7628/P.O.G./ WAXED ENDS WGM/7628/P.O.G./ WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,30,BNDLS,0, ,SOAIGEOGLO713006, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILES1821 LINEAL FEETLENGTHS: 60--70-ROUND GREENHEART LUMBER3940 BOARD FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,123480,56000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER #7636 WGM/7636/P.O.G. WGM/7636/P.O.G. WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,133,PCS,0, ,SOAIGEOGLO713004, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUGH SAWN GREENHEART LUMBER,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,24255,11000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER # 7642 WGM/7642/P.O.G. WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,222,PCS,0, ,SOAIGEOGLO713010, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUGH SAWN GREENHEART LUMBER6400 BOARD FEETROUND GREENHEART PILES2140 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,138915,63000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER #1162 WGM/1162/P.O.G. WGMI/1162/POG,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,120,PCS,0, ,SOAIGEOGLO713009, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILES,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-09-22 00:00:00,50715,23000,Demerara,"Savannah, Georgia",CIC BELEM,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-8049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA 55 21 3305 8389",7728,1,NC, ,27,PCS,0, ,CPERCIC249103003, , ,2491, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILES,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-09-22 00:00:00,112455,51000,Demerara,"Savannah, Georgia",CIC BELEM,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-8049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA 55 21 3305 8389",7728,1,NC, ,48,PCS,0, ,CPERCIC249103004, , ,2491, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILES,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-09-22 00:00:00,90405,41000,Demerara,"Savannah, Georgia",CIC BELEM,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-8049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA 55 21 3305 8389",7728,1,NC, ,50,PCS,0, ,CPERCIC249103005, , ,2491, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUGH SAWN GREENHEART LUMBER,WGM INTERNATIONAL FOREST PRODUCTS,WGM INTERNATIONAL FOREST PRODUCTS,"VARIETY WOODS & GREENHEART, INC.",2009-09-22 00:00:00,22050,10000,Demerara,"Savannah, Georgia",CIC BELEM,Guyana,NO MARKS,"INC., 218 SCHANCK RD., POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-6049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA 55 21 3305 8389",7728,1,NC, ,188,PCS,0, ,CPERCIC249103006, , ,2491, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WGM INTERNATIONAL FOREST PRODUCTS, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WGM INTERNATIONAL FOREST PRODUCTS,United States
ROUGH SAWN PURPLEHEART & GREENHEART PILINGS,WGM INTERNATIONAL FOREST PRODUCTS,WGM INTERNATIONAL FOREST PRODUCTS,"VARIETY WOODS & GREENHEART, INC.",2009-09-22 00:00:00,324135,147000,Demerara,"Savannah, Georgia",CIC BELEM,Guyana,NO MARKS,"INC., 218 SCHANCK RD., POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-6049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA 55 21 3305 8389",7728,1,NC, ,400,PCS,0, ,CPERCIC249103007, , ,2491, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WGM INTERNATIONAL FOREST PRODUCTS, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WGM INTERNATIONAL FOREST PRODUCTS,United States
ROUGH GREENHEART PILINGS,WGM INTERNATIONAL FOREST PRODUCTS,WGM INTERNATIONAL FOREST PRODUCTS,"VARIETY WOODS & GREENHEART, INC.",2009-09-22 00:00:00,24255,11000,Demerara,"Savannah, Georgia",CIC BELEM,Guyana,NO MARKS,"INC., 218 SCHANCK RD., POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-6049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA 55 21 3305 8389",7728,1,NC, ,12,PCS,0, ,CPERCIC249103008, , ,2491, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WGM INTERNATIONAL FOREST PRODUCTS, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WGM INTERNATIONAL FOREST PRODUCTS,United States
DRESSED GREENHEART LUMBER 3235 BOARD FEET,RESTAURACIONES LISTE. INC, ,VARIETY WOODS & GREENHEART LTD,2009-08-28 00:00:00,19411,8823,"Christiansted, St. Croix","San Juan, Puerto Rico",TROPIC LURE,US Virgin Is,TTRU2648295,SAN JUAN SAN JUAN PR 00909 US,99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,909,1,TTRU2648295,22G0,94,PCS,0, ,TSCW9249914, , ,850,20579980,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Variety Woods & Greenheart Ltd.,2009,RESTAURACIONES LISTE. INC,United States
(75 PIECES) ROUGH SAWN PURPLEHEART LUMBER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT,DLH NORDISK INC., ,VARIETY WOODS & GREENHEART LIMITED,2009-08-27 00:00:00,37699,17136,Port Bustamante,"Long Beach, California",ZIM PIRAEUS,Jamaica,DLH/ WAXED ENDS,2307 W. CONE BLVD. SUITE 200 GREENS BORO NORTH CAROLINA 27408 UNITED ST ATES OF AMERICA,99 LALUNI STREET QUEENSTOWN GEORGET OWN GUYANA,27408,1,ZCSU8405920,4500,7,BDL,15,CF,ZIMUGTG02111, , ,25W,ZZZC960054,GREECE,00 - Consumption Category,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE, ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,DLH NORDISK INC.,United States
"DRESSED GREENHEART LUMBER1X40- HC CONTAINING1688 PIECES DRESSED GREENHEARTLUMBERTHE INFORMATION APPEARING ON THEDECLARATION RELATING TO THE QUANTITY ANDDESCRIPTION OF THE CARGO IS IN EACHINSTANCE BASED ON THE SHIPPER-S LOADAND COUNT. I HAVE NO KNOWLEDGE ORINFORMATION WHICH WOULD LEAD ME TOBELIEVE OR TO SUSPECT THAT THEINFORMATION FURNISHED BY THE SHIPPERIS INCOMPLETE, INACCURATE, OR FALSE INANY WAY.",TANSEI COMPANY LIMITED, ,VARIETY WOODS & GREENHEART LIMITED,2009-07-17 00:00:00,65208,29640,Port Bustamante,"San Juan, Puerto Rico",UNI-CORONA,Jamaica,NO M NO M THE THE THE THE THE THE THE THE THE THE THE THE,"2 - 87, 1 CHOME HIRABAYASHI-MINAMI SUMINOE - KU, OSAKA 559-0025 JAPAN","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA",0,1,GVCU5229445,45G0,1688,PCS,18,CM,EGLV765900001169, , ,0950N,EMCBLV1068,"TAIWAN, PROVINCE OF CHINA",00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,AIT INDUSTRIAL INC., ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,TANSEI COMPANY LIMITED,Japan
"DRESSED PURPLEHEART LUMBER3,927 BROAD FEET",RESTAURACIONES LISTE. INC, ,VARIETY WOODS & GREENHEART LTD,2009-07-17 00:00:00,23562,10710,"Christiansted, St. Croix","San Juan, Puerto Rico",TROPIC LURE,US Virgin Is,SCZU4825974,SAN JUAN SAN JUAN PR 00909 US,99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,909,1,SCZU4825974,42P1,118,PCS,0, ,TSCW9204791, , ,834,NA NA,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Variety Woods & Greenheart Ltd.,2009,RESTAURACIONES LISTE. INC,United States
ROUGH SAWN PURPLEHEART LUMBER,"DURABLE WOOD PRODUCTS USA,INC.", ,"VARIETY WOODS & GREENHEART, INC.",2009-07-07 00:00:00,41895,19000,Demerara,"Philadelphia, Pennsylvania",CIC BRASIL,Guyana,NO MARKS,"8004 NW 154 STREET, STE 198 MIAMI LAKES, FL. 33016 TLP 3058884575","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA 55 21 3305 8389",30588,1,NC, ,13,BNDL,0, ,CPERCIC249009001, , ,2490, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,"DURABLE WOOD PRODUCTS USA,INC.", ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,DURABLE WOOD PRODUCTS USA INC.,United States
ROUGHSAWN GREENHEART LUMBER & 4 PCS ROUND,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-07-07 00:00:00,74970,34000,Demerara,"Philadelphia, Pennsylvania",CIC BRASIL,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-8049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA",7728,1,NC, ,17,BNDL,0, ,CPERCIC249009002, , ,2490, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUNDGREENHEART PILES,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-07-07 00:00:00,48510,22000,Demerara,"Philadelphia, Pennsylvania",CIC BRASIL,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-8049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA",7728,1,NC, ,28,PCS,0, ,CPERCIC249009003, , ,2490, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILES,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-07-07 00:00:00,70560,32000,Demerara,"Philadelphia, Pennsylvania",CIC BRASIL,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-8049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA",7728,1,NC, ,26,PCS,0, ,CPERCIC249009004, , ,2490, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUGH SAWN PURPLEHEART LUMBER,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-07-07 00:00:00,48510,22000,Demerara,"Philadelphia, Pennsylvania",CIC BRASIL,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-8049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA",7728,1,NC, ,199,PCS,0, ,CPERCIC249009005, , ,2490, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
"DRESSED GREENHEART LUMBER1X40- CONTAINER CONTAINING1551 PIECES DRESSED GREENHEART LUMBERTHE INFORMATION APPEARING ON THEDECLARATION RELATING TO THE QUANTITY ANDDESCRIPTION OF THE CARGO IS IN EACHINSTANCE BASED ON THE SHIPPER-S LOADAND COUNT. I HAVE NO KNOWLEDGE ORINFORMATION WHICH WOULD LEAD ME TOBELIEVE OR TO SUSPECT THAT THEINFORMATION FURNISHED BY THE SHIPPERIS INCOMPLETE, INACCURATE, OR FALSE INANY WAY.",TANSEI COMPANY LIMITED, ,VARIETY WOODS & GREENHEART LIMITED,2009-06-18 00:00:00,53834,24470,Port Bustamante,"San Juan, Puerto Rico",UNI-CORONA,Jamaica,NO M NO M FREI THE THE THE THE THE THE THE THE THE THE,"2-87, 1 CHOME HIRABAYASHI-MINAMI SUMINOE - KU, OSAKA 559-0025 JAPAN. TEL: +81-66686-9812","99 LALUNI STREET, QUEENSTOWN, GEORGETOWN, GUYANA. TEL: 592-687-9501",66686,1,FSCU6823197,45G0,1551,PCS,21,CM,EGLV765900001045, , ,0946N,EMCBLV0848,"TAIWAN, PROVINCE OF CHINA",00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,AIT INDUSTRIAL INC., ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,TANSEI COMPANY LIMITED,Japan
 ,"WILLIAM G MOORE & SONS, INC", ,VARIETY WOODS & GREENHEART LTD,2009-05-09 00:00:00,63030,28650,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,WGM/1148/WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET GEORGETOWN, GUYANA",7728,1,NC, ,17,BNDLS,0, ,SOAIGEOGLO653002, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SONS, INC", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILESLENGHTS 31--34- 402 LINEAR FEET CUBIC FEET280 PO# 7570STC 93 ROUGH SAWN GREEHEART LUMBER2736 BOARD FEET 228 CUBIC FEET,"WILLIAM G MOORE & SONS, INC", ,VARIETY WOODS & GREENHEART LTD,2009-05-09 00:00:00,36652,16660,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,WGM/7570/P.O.G. WGM/7570/P.O.G. WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET GEORGETOWN, GUYANA",7728,1,NC, ,18,PCS,0, ,SOAIGEOGLO653001, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SONS, INC", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
ROUND GREENHEART PILESLENGHTS 33- & 34- 610 LINEAR FEET 385 CUBICFEET PO# 7572,"WILLIAM G MOORE & SONS, INC", ,VARIETY WOODS & GREENHEART LTD,2009-05-09 00:00:00,27720,12600,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,WGM/7572/P.O.G.,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET GEORGETOWN, GUYANA",7728,1,NC, ,18,PCS,0, ,SOAIGEOGLO653003, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SONS, INC", ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
GREENHEART PILESLENGHTS 27-37- 1584 LINEAR FEET 924 CUBIC FEET PO# 7578,WILLIAM G MOORE & SONS INC, ,VARIETY WOODS & GREENHEART LTD,2009-05-09 00:00:00,66506,30230,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,WGM/7578/P.O.G.,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET GEORGETOWN, GUYANA",7728,1,NC, ,44,PCS,0, ,SOAIGEOGLO653005, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,WILLIAM G MOORE & SONS INC, ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
GREENHEART PILESLENGHTS 60-62- 1474 LINEAR FEET 881 CUBIC FEET PO # 7569,WILLIAM G MOORE & SONS INC, ,VARIETY WOODS & GREENHEART LTD,2009-05-09 00:00:00,63426,28830,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,WGM/7569/P.O.G.,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET GEORGETOWN, GUYANA",7728,1,NC, ,24,PCS,0, ,SOAIGEOGLO653004, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,WILLIAM G MOORE & SONS INC, ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
"STC 220 PCS ROUGH SAWN GREENHEART LUMBER10,000 BOARD FEET 833 CUBIC FEET P.O.# 1142",WILLIAM G MOORE & SONS INC, ,VARIETY WOODS & GREENHEART LTD,2009-05-09 00:00:00,59994,27270,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,WGM/1142/P.O.G WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET GEORGETOWN, GUYANA",7728,1,NC, ,19,BNDLS,0, ,SOAIGEOGLO653006, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,WILLIAM G MOORE & SONS INC, ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,WILLIAM G. MOORE & SON INC,United States
STC 162 ROUGH SAWN PURPLE HEART LUMBER7821 BOARD FEET 652 CUBIC FEET P.O.# 1923,DURABLE WOOD PRODUCTS USA INC, ,VARIETY WOODS & GREENHEART LTD,2009-05-09 00:00:00,46926,21330,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,YELLOW ENDS,"8004 NW 154 STREET #198 MIAMI LAKES, FL 33016","99 LALUNI STREET GEORGETOWN, GUYANA",33016,1,NC, ,13,BNDLS,0, ,SOAIGEOGLO653007, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,DURABLE WOOD PRODUCTS USA INC, ,GEORGETOWN,Variety Woods & Greenheart Ltd.,2009,DURABLE WOOD PRODUCTS USA INC.,United States
