PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,SHIPPER_COUNTRY
LAMINATE FLOORING LAMINATE FLOORING,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,KRONOFLOORING GMBH,2014-07-29 0:00:00,70224,31920,Bremerhaven,"Houston, Texas",MSC LAURA,Germany,NO MARKS NO MARKS,"10200 SW GREENBURG ROAD, SUITE 500 TIGARD, OREGON 97223 UNITED STATES",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,97223,2,GATU0501212 CARU2164763,2210 2210,44,PKG,0,,FMSWDE1456141,H,MSCUGS183148,0427A,245718 245719,PANAMA,,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH,,,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,-NOT AVAILABLE-,,,2014,KRONOFLOORING GMBH,Germany
LAMINATED FLOORING LAMINATED FLOORING LAMINATED FLOORING LAMINATED FLOORING,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,KRONOFLOORING GMBH,2014-07-29 0:00:00,135520,61600,Bremerhaven,"Charleston, South Carolina",COSCO NAGOYA,Germany,NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG ROAD, SUITE 500 TIGARD, OREGON 97223 UNITED STATES",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,97223,4,MAGU2266632 HMCU3011204 MAGU2271520 MAGU2363340,,88,PKG,0,,FMSWDE1456239,H,EGLV560400232761,0049W,245577 245578 245571 245572,PANAMA,,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH,,,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,-NOT AVAILABLE-,,,2014,KRONOFLOORING GMBH,Germany
LAMINATED FLOORING LAMINATED FLOORING LAMINATED FLOORING,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,KRONOFLOORING GMBH,2014-07-29 0:00:00,104544,47520,Bremerhaven,"Charleston, South Carolina",COSCO NAGOYA,Germany,NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG ROAD, SUITE 500 TIGARD, OREGON 97223 UNITED STATES",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,97223,3,EGHU3118936 EISU3872100 EMCU3545280,,66,PKG,0,,FMSWDE1456240,H,EGLV560400246428,0049W,245580 245575 245579,PANAMA,,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH,,,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,-NOT AVAILABLE-,,,2014,KRONOFLOORING GMBH,Germany
"01 X 40HC CONTAINER SAID TO CONTAIN 26PACKAGES 348 PIECES OF EDGE GLUED F J PANEL PAINT GRADE 21 32 X 12 X 36 1,044 PIECES OF EDGE GLUED F J PANEL PAINT GRADE 21 32 X 16 X 36 580 PIECES OF EDGE GLUED F J PANEL PAINT GRADE 21 32 X 16 X 48 812 PIECES OF EDGE GLUED F J PANEL PAINT GRADE 21 32 X 16 X 72 870 PIECES OF EDGE GLUED F J PANEL PAINT GRADE 21 32 X 16 X 96 232 PIECES OF EDGE GLUED F J PANEL PAINT GRADE 21 32 X 12 X 96 174 PIECES OF EDGE GLUED F J PANEL PAINTGRADE 21 32 X 12 X 72 CUSTOMER PO#: 715450 NCM HTS: 44.18.9000 FOB - FREE ON BOARD - FREIGHT COLLECT RE NO. 14 0851018-001 SD NO. 2140656085 5 NCM: 44189000 NET WEIGHT: 19.741,00 KGS",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,DAUNE IMPORTACAO E EXPORTACAO LTDA,2014-07-28 0:00:00,43828,19922,Itajay,"Houston, Texas",SANTA PHILIPPA,Brazil,MADE IN BRAZIL BRIDGEWELL 0001 0026 { NCM -------------} GESU6152751 1 44189000 {-NCM--------------},"10200 SW GREENBURG RD, SUITE 500 TIGARD, OR 97223, USA PHONE FAX: 1 503-872-3535 TIGARD OR 97223 US","R. GIL STEIN FERREIRA, 357, ITAJAI, SC 88.301-210, BRAZIL PHONE FAX: 55 (47) 3249-0154 DAUNE@DAUNETRADING.COM ITAJAI BR",97223,1,GESU6152751,4500,26,PCS,0,,CPLBKHRA5WK90,H,CPLBKHRA5WK00,1422N,LT1001717,GERMANY,,CPLB,COMPANIA LIBRA DE NAVEGACION (URUGUAY) S A,MONTEVIDEO,,11 100,EDIFICIO PLZZA MAYOR PLZZA INDEPENDENCIA,RICHARD MURRAY & CO,"109 N. CONCEPTION ST MOBILE, AL 36602, USA PHONE FAX: 1 251-432-5549 MAC@RICHARD-MURRAY.COM MOBILE AL 36602 US",ITAJAI (SANTA CAT,2014,DAUNE IMPORTACAO E EXPORTACAO LTDA,Brazil
PLYWOOD PLYWOOD PLYWOOD THE SAME,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"JIAXING GSUN IMP. & EXP. CO.,LTD.",2014-07-27 0:00:00,114400,52000,Ningpo,"Baltimore, Maryland",EVER DIAMOND,China,715148 715148 715148 715149,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A. TEL:503.872.3566,ROOM 507 OFFICE BUILDING NO.534 HONGXING ROAD JIAXING ZHEJIANG CHINA TEL:86.573.83639876,97223,2,BMOU4673188 MAGU5394160,45G0 45G0,36,CRT,103,X,EGLV140400563954,,,0646A,EMCBRZ8463 EMCBRZ7913,PANAMA,,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338,,,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,RICHARD MURRAY,109 NORTH CONCEPTION STREET MOBILE AL 36602 TEL 251-432-5549 EXT 19 FAX 251-432-2810 ATT: JENNIFER,"QINGDAO, CHINA",2014,"JIAXING LAYO IMP.&EXP.GROUP CO.,LTD",China
"NET WEIGHT: 24.755 KGS 23 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 7902 MBF 41.612 CBM 98.160 ORDER NR.: 716034/713664 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST 2ND.NOTIFY RICHARD MURRAY & CO.INC. 109N CONCEPTION STREET 102 MOBILE,AL36602 INGEWENTWORTHP:2514325549 EXT.19 F:2514322810 INGE RICHARD-MURRAY.COM NET WEIGHT: 22.050 KGS",BRIDGEWELL RESOURCES,,DANK S.A.,2014-07-27 0:00:00,103730,47150,Port Itapoa,"Houston, Texas",MONTE PASCOAL,Brazil,NO MARKS NO MARKS,"10200 SW GREENBURG RD.,STE.500 TIGARD,OR 97223-EE.UU. TIGARD,OR 97223-EE. OR 97223 US",JUAN PAULLIER 1671 PH.59824099999 MONTEVIDEO-URUGUAY 11000 UY,97223,2,SUDU5560959 SUDU6779983,4510 4510,23,PKG,0,CM,SUDU546700035165,,,055N,HS642890 HS672235,GERMANY,,SUDU,HAMBURG SUED,HAMBURG,,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD.,STE.500 PH:5038723535 OR 8007843545 TIGARD,OR 97223-EE. OR 97223 US","MONTEVIDEO, URUGU",2014,DANK S.A.,Uruguay
01 X 40' HC CONTAINING 18 BUNDLES WITH: MOLDED PINE WOOD FORMOULDINGS STILE STOCK RAW CLEAN ON BOARD SHIPPED ON BOARD FREIGHT COLLECT FREIGHT AS PER AGREEMENT EXPRESS RELEASE RE: 14/0839511-001 SD: 2140651185/4 NCM: 44189000 NCM CODE: 44189000,BRIDGEWELL RESOURCES,,AERO COMERCIO DE PORTAS E BATENTES,2014-07-27 0:00:00,43780,19900,Port Itapoa,"Norfolk, Virginia",CAP CORTES,Brazil,NO MARKS CES P.O'S.: 143426 71 3897,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PORTLAND, OR 97223 OR 97223 US",LTDA 1 ANDAR - FONE: (43) 3567-832 CNPJ: 11.847.182/00 PR 84220-000 BR,97223,1,SUDU6818225,4510,18,PKG,0,CM,SUDU64ITJIA0917X,,,009N,BOLT4448384,LIBERIA,,SUDU,HAMBURG SUED,HAMBURG,,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,10200 SW GREENBURG RD. PH: 503 872-3535 BRIDGE OR 97223 US,ITAPOA SC BR,2014,AERO COMERCIO DE PORTAS E BATENTES,Brazil
LAMINATED FLOORINGS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,KRONOFLOORING GMBH,2014-07-26 0:00:00,38104,17320,Bremerhaven,"Port Everglades, Florida",MSC JULIA R,Germany,NO MARKS,"10200 SW GREENBURG ROAD, SUITE 500 TIGARD, OREGON 97223 UNITED STATES",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,97223,1,MEDU1145260,2210,22,PKG,0,,FMSWDE1456197,H,MSCUGS206303,0428A,245674,LIBERIA,,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH,,,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,-NOT AVAILABLE-,,,2014,KRONOFLOORING GMBH,Germany
"01 X 40' HC CONTAINING 12 BUNDLES WITH: MOLDED PINE WOOD FORMOULDINGS WM620 BASE PRIMED, WM366 CASING RAW CLEAN ON BOARD SHIPPED ON BOARD FREIGHT COLLECT FREIGHT AS PER AGREEMENT EXPRESS RELEASE RE: 14/0807087-001 SD: 2140624820/7 NCM: 44189000 NCM CODE: 44189000",BRIDGEWELL RESOURCES,,AERO COMERCIO DE PORTAS E BATENTES,2014-07-24 0:00:00,43780,19900,Port Itapoa,"Port Everglades, Florida",CAP HENRI,Brazil,NO MARKS CES P.O'S.: 143428 71 5329,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PORTLAND, OR 97223 OR 97223 US",LTDA 1 ANDAR - FONE: (43) 3567-832 CNPJ: 11.847.182/00 PR 84220-000 BR,97223,1,FSCU9028158,4500,12,PKG,0,CM,SUDU64ITJIA0914X,,,038N,BOLT4560931,LIBERIA,,SUDU,HAMBURG SUED,HAMBURG,,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,10200 SW GREENBURG RD. PH: 503 872-3535 BRIDGE OR 97223 US,ITAPOA SC BR,2014,AERO COMERCIO DE PORTAS E BATENTES,Brazil
"01 CONTAINER 40 HC S.L.A.C. 22 BUNDLE OF MOLDED PINE WOOD FOR MOULDINGS SPLIT JAM BS PRIMED FREIGHT COLLECT FREIGHT AS PER AGREEMENT SHIPPED ON BOARD INVOICE:AR039/ 14 RE:14/0772422-001 SD:2140597859/7 NW:1 9.900,00KGS NCM:44189000",BRIDGEWELL RESOURCES,,AERO COMERCIO DE PORTAS E BATENTES,2014-07-24 0:00:00,19900,9045,Port Bustamante,"Houston, Texas",MSC SHANNON,Jamaica,BRIDGEWELL,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PH: 503 872-3535 FX: 503 238 -2664 97223 TSANDBERG@BRIDGEWELLRE","LTDA RUA GOVERNADOR MANOEL RIBAS, 2 04 - 1 ANDAR SENGES - PARANA - BRAS IL FONE: (43) 3567-8320 CNPJ:11.84",,1,BSIU9217519,4500,22,BDL,0,CF,ZIMUNVT1005399,,,2S,ZZZS715562,LIBERIA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PH: 503 872-3535 FX: 503 238 -2664 97223 TSANDBERG@BRIDGEWELLRE",NAVEGANTES,2014,AERO COMERCIO DE PORTAS E BATENTES,Brazil
"12 PACKAGES WITH 4.114 PIECES OF CLEAR KD TADA PINE FJ PRIMED MOULDINGS INCOTERM: CFR RECEIVED ON BOARD SHIPPED ON BOARD FREIGHT: PREPAID CONTRACT NR: PO-00714042 MATERIAL ORIGIN: BRAZIL NCM: 4418200099 NALADI: 4418200099 HTS: 4409.10.40.10 HS CODE: 440910 THE SOLID WOOD PACKING MATERIALS IN THIS SHIPMENT ARE TOTALLY FREE OF BARK AND APPARENTLY FREE FROM LIFE PLANT PEST. THE REGULATED WOOD HAS BEEN TREATED IN ACCORDANCE WITH THE USDA REQUIREMENTS. R.E.N : 14 0801496-001 DDE: 2140617927 2 INVOICE: 479 14 N.F.: 0102766NET WEIGHT: 16.000,000 KGS ALSO NOTIFY: BRIDGEWELL RESOURCES LLC 10200 SW GREENBURG RD., PORTLAND, OR, 97223, U.S.A. ATTN: TIA SANDBERG PHONE: (800) 784-3545 FAX: (503) 238-2664 E-MAIL: TSANDBERG@BRIDGEWELLRES.COM",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S.A.,2014-07-23 0:00:00,35200,16000,Navagantes,"Baltimore, Maryland",MSC SHAULA,Brazil,ARAUPEL PO-00714042 BALTIMORE LJAT214370000DQ JAMBS T E FJ PRIMED S4S PACKAGES NBS 281 TO 286 LJAT215000000DQ JAMBS T E FJ PRIMED S4S PACKAGES NBS 299 TO 304 { NCM -------------} GESU6509520 1 44182000 {-NCM--------------},"10200 SW GREENBURG RD., PORTLAND, 97223, U.S.A. ATTN: TIA SANDBERG PHONE:(800) 784-3545 FAX:(503) 23 E-MAIL: TSANDBERG@BRIDGEWELLRES.CO TIGARD OR 97223 US",FAZENDA RIO DAS COBRAS S N - PR BR CNPJ: 87102810001028 PHONE: 55 51 3221.7344 FAX: 55 51 3224.8022 QUEDAS DO IGUACU PR 85460000 BR,97223,1,GESU6509520,4500,12,PCS,0,,CHIWPGMB5Y700,,,0425N,LT1001867,PANAMA,,CHIW,COMPANIA SUD AMERICANA DE VAPORES S A,VALPARAISO,,,P O BOX 49 V,RICHARD MURRAY & SONS,"109 NORTH CONCEPTION ST. P.O. BOX MOBILE, AL 36601 U.S.A. ATTN:JAN R PHONE: (251) 415-7042 FAX:(251) 43 E-MAIL: JAN@RICHARD-MURRAY.COM MOBILE AL 36602 US",NAVEGANTES (SANTA,2014,ARAUPEL S/A,Brazil
BIRCH PLYWOOD BIRCH PLYWOOD PLYWOOD BIRCH PLYWOOD THE SAME BIRCH PLYWOOD,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"JIAXING GSUN IMP. & EXP. CO.,LTD.",2014-07-23 0:00:00,171600,78000,Ningpo,"Norfolk, Virginia",SUEZ CANAL BRIDGE,China,711578 711578 711578 714638 714639 711578,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A. TEL:503.872.3566,ROOM 507 OFFICE BUILDING NO.534 HONGXING ROAD JIAXING ZHEJIANG CHINA TEL:+86-573-83639876 FAX:+86-573-83667530,97223,3,EISU9947675 TGHU9028454 TCLU8917273,45G1 45G0 45G0,54,CRT,156,X,EGLV140400563971,,,062A,EMCBSC0633 EMCBSC0183 EMCBSC0153,PANAMA,,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338,,,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,RICHARD MURRAY,109 NORTH CONCEPTION STREET MOBILE AL 36602 TEL 251-432-5549 EXT 19 FAX 251-432-2810 ATT: JENNIFER,"QINGDAO, CHINA",2014,"JIAXING LAYO IMP.&EXP.GROUP CO.,LTD",China
WOOD 25 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 10255 MBF 40.612 CBM 95.830 ORDER NR 710293/ 711929 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2014-07-20 0:00:00,101200,46000,Navagantes,"Houston, Texas",MSC CANBERRA,Brazil,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,2,MSCU8880784 MSCU8875561,4510 4510,25,PKG,95,X,MSCUUU173250,,,421R,UYMVD014943 UYMVD014941,PANAMA,,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,RICHARD MURRAY & CO INC,N CONCEPTION ST # 102 MOBILE AL 36602 UNITED STATES,MONTEVIDEO,2014,DANK S.A.,Uruguay
"NET WEIGHT: 23.035 KGS PCS 5546 33 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 13751 MBF 59.477 CBM 140.340 ORDER NR.: 713662/716031/716033 ''WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANTPEST'' # FX:5032382664 2ND NOTIFY RICHARD MURRAY & CO.INC.109N CONCEPTION STREET 102 MOBILE,AL36602 INGEWENTWORTH P:2514325549 EXT.19 F:2514322810 INGE RICHARD-MURRAY.COM NET WEIGHT: 22.085 KGS PCS 4717 NET WEIGHT: 21.735 KGS PCS 3488",BRIDGEWELL RESOURCES,,DANK S.A.,2014-07-20 0:00:00,148170,67350,Port Itapoa,"Houston, Texas",MONTE CERVANTES,Brazil,NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD.,STE.500, RD.,STE.500, OR 97223 US",JUAN PAULLIER 1671 PH.59824099999 MONTEVIDEO-URUGUAY 11000 UY,97223,3,SUDU8855418 SUDU8761999 SUDU8884308,4510 4510 4510,33,PKG,1,CM,SUDU546709971127,,,056N,HS672211 HS641488 HS641478,PORTUGAL,,SUDU,HAMBURG SUED,HAMBURG,,D-20415,WILLY-BRANDT-STRASSE 59-61 POSTFATCH 11 15,BRIDGEWELL RESOURCES,"10200 SW GREENBURG TIGARD,OR 97223-EE.UU. RD.,STE.500, OR 97223 US","MONTEVIDEO, URUGU",2014,DANK S.A.,Uruguay
LAMINATE FLOORING,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,KRONOFLOORING GMBH,2014-07-20 0:00:00,38412,17460,Bremerhaven,"Port Everglades, Florida",JPO CAPRICORNUS,Germany,NO MARKS,"10200 SW GREENBURG ROAD, SUITE 500 TIGARD, OREGON 97223 UNITED STATES",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,97223,1,MSCU6023329,,22,PKG,0,,FMSWDE1456129,H,MSCUGS183049,0427A,GW0506869,LIBERIA,,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH,,,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,-NOT AVAILABLE-,,,2014,KRONOFLOORING GMBH,Germany
"1X40HC 24 PKG WITH URUGUAYAN PINE K/D BL ANKS S2S. PCS 12730 MBF 20.894 CBM 49.290 ORDER NR: 707883 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST. 2ND.NOTIFY RICH ARD MURRAY & CO.INC. 109N CONCEPTION STRE ET #102 MOBILE, AL 36602 INGE WENTWORTH P .2514325549 EXT.19 F.2514322810 INGE@RICH ARD-MURRAY.COM",BRIDGEWELL RESOURCES,,DANK S.A.,2014-07-19 0:00:00,23650,10750,Port Bustamante,"Oakland, California",ZIM NEW YORK,Jamaica,NO MKS & NO NOS,"10200 SW GREENBURG RD.,STE.500, TI GARD,OR 97223-EE.UU. PH:5038723535 OR 8007843545 FX:5032382664",JUAN PAULLIER 1671 MONTEVIDEO-URUG UAY PH.59824099999 FX.59824088056,97223,1,FCIU8686031,4500,24,PKG,0,CF,ZIMUMVD0044334,,,58W,ZZZS612078,HONG KONG,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD.,STE.500, TI GARD,OR 97223-EE.UU. PH:5038723535 OR 8007843545 FX:5032382664",MONTEVIDEO,2014,DANK S.A.,Uruguay
FLAT JAMBS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,MADEIRAS SALAMONI LTDA,2014-07-18 0:00:00,47740,21700,South Riding Point,"Jacksonville, Florida",ORIENT SPIRIT,Bahamas,SALAMONI,10200 SW GREENBURG RD TIGARD OR 97223 US,ROD HONORINO MORO 5520 CACADOR SC BR,97223,1,MSCU7757590,45G0,20,PKG,47,X,FTNVIJS000004126,H,MSCUJ3700232,428S,MSC1628971,SAINT VINCENT AND THE GRENADINES,,FTNV,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,BUFFALO,NY,14207,128 DEARBORN STREET,-NOT AVAILABLE-,,BR,2014,G13 MADEIRAS LTDA,Brazil
PRIMED MDF MOULDING,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"XIAMEN GOODWOOD INDUSTRY CO.,LTD.",2014-07-17 0:00:00,53447,24294,Pusan,"Seattle, Washington",CMA CGM DALILA,South Korea,N/M,"10200 SW GREENBURG RD SUITE 500, TIGARD OR 97223,USA",HEXIANG WEST ROAD 4#9E XIAMEN FUJIAN CHINA,97223,1,MRKU4121107,4EG0,12,PKG,45,CM,ZENCQDSEAMA03855,H,MAEU603376336,A27E,CN3129085,FRANCE,,ZENC,ZEN CONTINENTAL CO INC,BUENA PARK,CA,90620,6925 ARAGON CIR # 6,BRIDGEWELL RESOURCES LLC,"10200 SW GREENBURG RD SUITE 500, TIGARD OR 97223,USA",QINGDAO,2014,"XIAMEN GOODWOOD INDUSTRY CO.,LTD.",China
"01 CONTAINER 40 HC S.L.A.C. 16 BUNDLES O F MOLDED PINE WOOD FOR MOULDINGS LWM48 CR OWN PRIMED, WM444 CASING PRIMED, LK4 BASE PRIMED, DOUBLE RAB FRAMES PRIMED FREIGHT COLLECT FREIGHT AS PER AGREEMENT SHIPPED ON BOARD INVOICE: AR038/14 RE: 14/077200 3-001 SD:2140597681/0 NW:19.900,00 KGS NC M:44189000 EXPRESS RELEASE",BRIDGEWELL RESOURCES,,AERO COMERCIO DE PORTAS E BATENTES,2014-07-16 0:00:00,43872,19942,Portocel,"Baltimore, Maryland",MSC NAVEGANTES,Brazil,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PH: 503 872-3535 FX: 503 238 -2664 97223 TSANDBERG@BRIDGEWELLRE","LTDA RUA GOVERNADOR MANOEL RIBAS, C NPJ:11.847.182/0002-38 204 1 ANDAR SENGES - PARANA - BRASIL FONE: (43",,1,TEMU6746902,4500,16,BDL,13,CF,ZIMUNVT1005397,,,2S,ZZZS715564,GEORGIA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD. PORTLAND, OR 97223 PH: 503 872-3535 FX: 503 238 -2664 97223 TSANDBERG@BRIDGEWELLRE",NAVEGANTES,2014,AERO COMERCIO DE PORTAS E BATENTES,Brazil
"12 PACKAGES WITH 7.646 PIECES OF CLEAR KD TADA PINE FJ PRIMED MOULDINGS INCOTERM: CFR RECEIVED ON BOARD FREIGHT: PREPAID CONTRACT NR: PO-00714041 MATERIAL ORIGIN: BRAZIL NCM: 441820000 NALADI: 441820000 HTS: 4409.10.40.10 HS CODE: 440910 THE SOLID WOOD PACKING MATERIALS IN THIS SHIPMENT ARE TOTALLY FREE OF BARK AND APPARENTLY FREE FROM LIFE PLANT PEST. THE REGULATED WOOD HAS BEEN TREATED IN ACCORDANCE WITH THE USDA REQUIREMENTS. R. E. NO.: 14 0769852-001DDE: 2140593303 8 INVOICE: 478 14 NF.: 0102298 NET WEIGHT: 18.890,000 KGS ALSO NOTIFY: BRIDGEWELL RESOURCES LLC 10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. ATTN: TIA SANDBERGPHONE: (800) 784-3545 FAX: (503) 238-2664 E-MAIL: TSANDBERG@BRIDGEWELLRES.COM SPA:073",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S.A.,2014-07-16 0:00:00,41558,18890,Navagantes,"Baltimore, Maryland",MSC NAVEGANTES,Brazil,ARAUPEL PO-00714041 BALTIMORE LJAT212370000DQ JAMBS T E FJ PRIMED S4S PACKAGES NBS 287 TO 292 LJAT213000000DQ JAMBS T E FJ PRIMED S4S PACKAGES NBS 293 TO 298 { NCM -------------} TGHU8730363 1 44182000 {-NCM--------------},"10200 SW GREENBURG RD. PORTLAND, 97223, U.S.A. ATTN: TIA SANDBERG PHONE:(800) 784-3545 FAX:(503) 23 E-MAIL: TSANDBERG@BRIDGEWELLRES.CO TIGARD OR 97223 US",FAZENDA RIO DAS COBRAS S N - PR BR CNPJ: 87102810001028 PHONE: 55 51 3221.7344 FAX: 55 51 3224.8022 QUEDAS DO IGUACU PR 85460000 BR,97223,1,TGHU8730363,4500,12,PCS,0,,CHIWPGMB54Q00,,,0424N,LT0998976,GERMANY,,CHIW,COMPANIA SUD AMERICANA DE VAPORES S A,VALPARAISO,,,P O BOX 49 V,RICHARD MURRAY & SONS,"109 NORTH CONCEPTION ST. P.O. BOX MOBILE,AL 36601 U.S.A. ATTN:JAN R PHONE: (251)415-7042 FAX:(251) 43 E-MAIL: JAN@RICHARD-MURRAY.COM MOBILE AL 36602 US",NAVEGANTES (SANTA,2014,ARAUPEL S/A,Brazil
ORGANIC COCONUT OIL,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2014-07-15 0:00:00,42372,19260,Kaohsiung,"Los Angeles, California",YM MODESTY,China Taiwan,NO MARKS,". 10200 SW GREENBURG RD., STE 500 TIGARD, OR 97223 USA TRL 503-872-35",". 2601 JOLLIBEE PLAZA BLDG., F. ORTIGAS JR. ROAD, ORTIGAS CENTER",97223,1,TEMU4770350,2CG0,20,PKG,0,,HJSCCEB400412400,,,0006E,HC442522,LIBERIA,,HJSC,HANJIN SHIPPING COMPANY LTD,PARAMUS,NJ,7652,80 EAST RT 4 SUITE 490,BRIDGEWELL RESOURCES LLC,". 10200 SW GREENBURG RD., STE 500 TIGARD, OR 97223 USA TRL 503-872-35",CEBU,2014,"SC GLOBAL COCO PRODUCTS, INC.",Philippines
LUMBER,BRIDGEWELL RESOURCES LLC 10200 SW,,MADEIRAS SALAMONI LTDA,2014-07-14 0:00:00,46860,21300,Itajay,"Houston, Texas",SUAPE EXPRESS,Brazil,SALAMONI,"GREENBURG ROAD. TIGARD, OR 97223 -USA","RODOVIA HONORINO MORO, 5520 BAIRRO SORGATTO CACADOR SC BRASIL",10200,1,CAIU8537364,4CG0,20,PKG,46,CM,UCMISAFE01005917,H,CPLBKHRA5HF00,1420N,LT1000314,LIBERIA,,UCMI,UNITED CARGO MANAGEMENT INC,GARDENA,CA,90248,19401 SO MAIN ST - #202,BRIDGEWELL RESOURCES LLC 10200 SW,"GREENBURG ROAD. TIGARD, OR 97223 -USA",ITAJAI,2014,G13 MADEIRAS LTDA,Brazil
