PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,YEAR,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,SHIPPER_COUNTRY,ekki,greenheart,darina,tatabu,shibadan,tauroniro,garlicwood,locust,bulletwood,kabukalli,wamara,cow wood,mora,bukea,burada,eucalyptus cloeziana,tali,piles
ROUND GREENHEART PILES  1104 LIN FT LEN GTHS 20- - 29- FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S A CCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,04/27/2014,2014,14730,6695,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM LUANDA,Jamaica,WHITE ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607","20 BEL AIR PROMENADE PRASHAD NAGAR, GUYANA TEL:592 218 0085/ 626 7493 FAX:592 218 0054",7728,1,FSCU9288427,4500,40,PCS,0,CF,ZIMUGTG07255, , ,36E,CTA288091 ZZCK57387,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES  952 LIN FT LENG THS 35- - 39- FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S AC COUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,04/27/2014,2014,15530,7059,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM LUANDA,Jamaica,WHITE ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607","20 BEL AIR PROMENADE PRASHAD NAGAR, GUYANA TEL:592 218 0085/ 626 7493 FAX:592 218 0054",7728,1,FCIU8693025,4500,25,PCS,0,CF,ZIMUGTG07256, , ,36E,CTA288090 ZZCK57347,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES  857 LIN FT LENG THS 20- - 30- FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S AC COUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,03/26/2014,2014,13310,6050,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM CONSTANZA,Jamaica,WHITE ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607","20 BEL AIR PROMENADE PRASHAD NAGAR, GUYANA TEL:592 218 0085/ 626 7493 FAX:592 218 0054",7728,1,TGHU8561535,4500,32,PCS,0,CF,ZIMUGTG07163, , ,26E,CTA283443 ZZCK51750,ISRAEL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES  987 LINFT LENGT HS 30- - 39- FREIGHT COLLECT ALL LOCAL CH ARGES AT DESTINATION FOR CONSIGNEE-S ACCO UNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,03/14/2014,2014,16200,7364,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM QINGDAO,Jamaica,WHITE ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607","20 BEL AIR PROMENADE PRASHAD NAGAR, GUYANA TEL:592 218 0085/ 626 7493 FAX:592 218 0054",7728,1,CRSU9046858,4500,28,PCS,0,CF,ZIMUGTG07098, , ,44E,CTA278166 ZZZC921057,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES  959 LIN FT LENG THS 35- - 39- FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S AC COUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,03/14/2014,2014,17370,7895,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM QINGDAO,Jamaica,WHITE ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607","20 BEL AIR PROMENADE PRASHAD NAGAR, GUYANA TEL:592 218 0085/ 626 7493 FAX:592 218 0054",7728,1,ZCSU8683264,4500,25,PCS,0,CF,ZIMUGTG07099, , ,44E,CTA276750 ZZZC921043,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
(12- BUNDLES OF GREENHEART LUMBER R/S) F REIGHT COLLECT ALL LOCAL CHARGES AT DESTI NATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,03/06/2014,2014,23870,10850,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM LUANDA,Jamaica,WGM 8219,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,ZCSU2776415,4200,225,PCS,0,CF,ZIMUGTG07086, , ,35E,CTA278002 ZZZC921012,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GREENHEART PILES FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,02/01/2014,2014,15640,7109,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM PIRAEUS,Jamaica,WGM 8174,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,ZCSU8989296,4500,26,PCS,0,CF,ZIMUGTG06949, , ,47W,CTA274462 ZZZC924283,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GREENHEART LUMBER R/S GREENHEART LUMBER R/S GREENHEART LUMBER R/S,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,02/01/2014,2014,61850,28114,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM PIRAEUS,Jamaica,WGM 8188 P.O.G WGM 8188 P.O.G WGM 8188 P.O.G,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,3,FSCU6707031 FCIU8911810 FSCU3881435,4500 4500 2200,87,PCS,0,CF,ZIMUGTG06972, , ,47W,CTA274649 ZZZC924330 CTA274650 ZZZC924300 CTA274648 ZZZC924340,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ROUGH SAWN GREENHEART LUMBER 35 PIECES 5,278 BOARD FEET MARKS: P.O.G/WAXED ENDS","WILLIAM G. MOORE & SON, INC",WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,01/28/2014,2014,31669,14395,Port of Spain,"Houston, Texas",MSC JADE,Trinidad,NO MARKS NO MARKS,"218 SCHANCK ROAD, SUITE # 2 P.O. BO JERSEY CITY NJ 07308 UNITED STATES","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA",7308,1,MSCU6541380,2210,20,PKG,12,X,MSCUGU002403, , ,350R,CTA 266446 3447,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,"WILLIAM G. MOORE & SON, INC","218 SCHANCK ROAD, SUITE # 2 P.O. BO JERSEY CITY NJ 07308 UNITED STATES",GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GREENHEART PILES FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,01/20/2014,2014,16340,7427,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SHANGHAI,Jamaica,WGM 8174,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,ZCSU8877763,4500,24,PCS,0,CF,ZIMUGTG06950, , ,46W,CTA274284 ZZZC924267,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GREENHEART LUMBER R/S GREENHEART LUMBER R/S,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENTERPRISES,01/14/2014,2014,39750,18068,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM NEW YORK,Jamaica,WGM 8188 WGM 8188,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,2,ZIMU1096074 ZCSU8578567,2200 4500,63,PCS,0,CF,ZIMUGTG06915, , ,55W,CTA274103 ZZZC924075 CTA274102 ZZZC924207,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GREENHEART LUMBER R/S GREENHEART LUMBER R/S,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,01/11/2014,2014,40910,18595,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM PUSAN,Jamaica,WGM 8188 WGM 8188,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,2,CAIU9221832 ZCSU8553872,4500 4500,50,PCS,0,CF,ZIMUGTG06893, , ,40W,CTA269992 ZZZC927751 CTA269991 ZZZC927715,UNITED KINGDOM, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUGH SAWN GREENHEART 3 X 8 - 16- TO 20 - FREIGHT COLLECT ALL LOCAL CHARGES AT DE STINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,TOOLSIE PERSAUD LIMITED,12/15/2013,2013,22610,10277,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM MONACO,Jamaica,WGM/8182,"OF DELAWARE 218 SCHANCK ROAD, FREEH OLD NJ 07728 USA",LOT 1-4 10-12 LOMBARD STREET GEORG ETOWN GUYANA,7728,1,ZCSU8802506,4500,225,PCS,0,CF,ZIMUGTG06819, , ,28E,CTA268460 ZZZC925221,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Toolsie Persaud Limited/Interior Forest Industrie,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES 1285 LIN FT LENG THS - 20- - 39- FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S A CCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,11/27/2013,2013,17860,8118,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM CONSTANZA,Jamaica,WHITE ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607","20 BEL AIR PROMENADE PRASHAD NAGAR, GEORGETOWN GUYANA TEL:592 218 0085 / 626 7493 FAX:592 218 0054",7728,1,ZCSU7004245,4500,44,PCS,0,CF,ZIMUGTG06766, , ,24E,CTA266352 ZZZC928873,ISRAEL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GREENHEART PILES FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,11/27/2013,2013,17580,7991,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM CONSTANZA,Jamaica,WGM 8177,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,FCIU8639132,4500,24,PCS,0,CF,ZIMUGTG06779, , ,24E,CTA267225 ZZZC921245,ISRAEL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GREENHEART PILES FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,11/27/2013,2013,18510,8414,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM CONSTANZA,Jamaica,WGM 8176,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,ZCSU8794566,4500,24,PCS,0,CF,ZIMUGTG06796, , ,24E,CTA267328 ZZZC928963,ISRAEL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3 PIECES ROUGH SAWN TATABU LUMBER 160 BOARD FEET MARKS: P.O.G / WAXED ENDS,"WILLIAM G. MOORE & SON, INC",WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,11/04/2013,2013,59400,27000, ,"New York/Newark Area, Newark, New Jersey",MSC VANESSA, ,NO MARKS NO MARKS,"218 SCHANCK ROAD, SUITE # 2 P.O. BO JERSEY CITY NJ 07308 UNITED STATES","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA",7308,1,MSCU9010834,4510,12,PKG,27,X,MSCUGU001751, , ,338R,631819,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,"WILLIAM G. MOORE & SON, INC","218 SCHANCK ROAD, SUITE # 2 P.O. BO JERSEY CITY NJ 07308 UNITED STATES",GEORGETOWN,Variety Woods & Greenheart,Guyana,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
(99 PIECES ROUGH SAWN KABUKALLI LUMBER - 8.38CBM) (23 PIECES ROUGH SAWN MORA LUMB ER - 1.49CBM) (65 PIECES ROUGH SAWN SHIBA DAN LUMBER - 6.55CBM) (6 PIECES ROUGH SAW N TATABU LUMBER - 0.26CBM) (27 PIECES ROU GH SAWN BURADA LUMBER - 2.19CBM) FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID T O WEIGH,WILLIAM G. MOORE & SON INC.,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,11/03/2013,2013,24730,11241,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SHANGHAI,Jamaica,WGM/1339/WAXED ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309, FREEHOLD, NEW JERSEY 07728, USA TEL:732-303-6049 FAX:732-303-",99 LALUNI STREET QUEENSTOWN GEORGET OWN GUYANA SOUTH AMERICA,7728,1,CLHU8688709,4500,11,BDL,0,CF,ZIMUGTG06682, , ,45W,CTA259884 ZZZC914643,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
ROUND GREENHEART PILES 1638 LIN FT LENG THS - 16- - 30- FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S A CCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,11/03/2013,2013,14040,6382,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SHANGHAI,Jamaica,BLUE ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607",20 BEL AIR PROMENADE PRASHAD NAGAR GUYANA TEL:592 218 0085/ 626 7493 F AX:592 218 0054,7728,1,ZCSU8943783,4500,72,PCS,0,CF,ZIMUGTG06691, , ,45W,CTA262088 ZZZC913525,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
HS CODE 440729 EKKI HARDWOOD HS CODE 440729 EKKI HARDWOOD,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V,10/29/2013,2013,83600,38000,Rotterdam,"New York, New York",CMA CGM L-ETOILE,Netherlands,NO MARKS NO MARKS,218 SHANCK ROAD FREEHOLD NJ 07728 USA,HAAT LANDHAVEN 3 8263 AS KAMPEN KAMPEN NETHERLANDS,7728,2,TGHU6311774 CLHU8482894,4500 4500,200,PCS,0, ,ATLLUSNYC3105301,H,CMDURTM0571015,413S,A002428 A002427,LIBERIA, ,ATLL,ATLAS LINE,DN31 3ER GRIMSBY, , ,107 CLEETHORPE ROAD,WILLIAM G. MOORE & SON INC,218 SHANCK ROAD FREEHOLD NJ 07728 USA,"ROTTERDAM, NETHER",Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GREENHEART PILES FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,10/24/2013,2013,17800,8091,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM MONACO,Jamaica,WGM 81242,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,ZCSU8394174,4500,23,PCS,0,CF,ZIMUGTG06670, , ,27E,CTA259731 ZZZC913403,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
(106 PIECES ROUGH SAWN GREENHEART LUMBER 7469 BOARD FEET) FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC.,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,10/17/2013,2013,24080,10945,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM CONSTANZA,Jamaica,WGM/8140/WAXED ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309, FREEHOLD, NEW JERSEY 07728, USA TEL:732-303-6049 FAX:732-303-",99 LALUNI STREET QUEENSTOWN GEORGET OWN GUYANA SOUTH AMERICA,7728,1,ZCSU8304289,4500,9,BDL,0,CF,ZIMUGTG06641, , ,23E,CTA259318 ZZZC913404,ISRAEL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GREENHEART PILES FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENT.,10/17/2013,2013,16250,7386,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM CONSTANZA,Jamaica,WGM 81242,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,TEMU6796483,4500,23,PCS,0,CF,ZIMUGTG06645, , ,23E,CTA259501 ZZZC913401,ISRAEL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Durable Wood Products Enterprises,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"ROUGH SAWN GREENHEART LUMBER 11 BUNDLES 5,928 BOARD FEET MARKS: WGM/8132/P.O.G/WAXED ENDS ROUGH SAWN GREENHEART LUMBER 20 PIECES 6,048 BOARD FEET MARKS: WGM/8132/P.O.G/WAXED ENDS ROUGH SAWN GREENHEART LUMBER 9 BUNDLES 5,928 BOARD FEET MARKS: WGM/8132/P.O.G/WAXED ENDS","WILLIAM G. MOORE & SON, INC",WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,10/05/2013,2013,107424,48829,South Riding Point,"Houston, Texas",MSC ANTARES,Bahamas,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"218 SCHANCK ROAD, SUITE # 2 P.O. BO JERSEY CITY NJ 07308 UNITED STATES","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA",7308,3,TGHU4379902 MSCU8514358 GLDU0872940,4310 4510 4510,45,PKG,42,X,MSCUGU001546, , ,337S,CTA 248950 6318 CTA 248906 6317 CTA 248800 6317,GERMANY, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,"WILLIAM G. MOORE & SON, INC","218 SCHANCK ROAD, SUITE # 2 P.O. BO JERSEY CITY NJ 07308 UNITED STATES",GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
(62 PIECES ROUGH SAWN GREENHEART LUMBER - 8010 BOARD FEET FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,10/03/2013,2013,24020,10918,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM RIO GRANDE,Jamaica,WGM/8049/WAXED ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A TEL:732-303-6049 FAX:732-303-607",99 LALUNI STREET QUEENSTOWN GEORGET OWN GUYANA,7728,1,ZCSU8238607,4500,15,BDL,0,CF,ZIMUGTG06576, , ,49E,CTA258680 ZZZC914607,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
